,,,Прайс на размещение рекламного ролика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GID,Регион,Город,Район,Название пакета,Категория ЖК,Дата застройки экранов,Класс жилья,Наименование ЖК,Адрес,"Коррдинаты (широта, долгота)",,Год сдачи дома,Этажность,Количество квартир,Количество жильцов,Всего экранов,Число экранов в холле,Всего холлов в доме,Число экранов в лифте,Всего лифтов в доме,Тип экрана,Способ показа,Формат,Хронометраж (сек),Блок,Кол-во показов в сутки/1 экран (сек),Период/дней,Кол-во показов в ЖК/период,Частота контакта рекламы c 1 жителем (Frequency),Количество контактов с рекламой (OTS),Стоимость 1000 контактов (CPT) с НДС для Федерального и крупного бизнеса,ФО/скрин с камеры,Фото,Цена за размещение на 1 экране/месяц руб. без НДС,Цена за размещение на 1 экране/месяц руб. в т.ч НДС 22%,"Стоимость размещения в 1 доме/1 месяц, руб. без НДС","Стоимость размещения в 1 доме/1 месяц, руб. в т.ч.НДС 22%"
OREN3,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,10.2025,Комфорт,ЖК 19 Микрорайон ,"улица Салмышская, 67/3",51.814412,55.180769,2011,14,117,328,2,2,2,0,4,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,8,2640,3030,100%,,3279,4000,6557,8000
OREN4,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,Б,10.2025,Комфорт,ЖК Акварель,"улица Поляничко, 11/2",51.822822,55.174567,2020,14,240,672,3,3,3,0,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,5416,2216,100%,,3279,4000,9836,12000
OREN4,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,Б,10.2025,Комфорт,ЖК Акварель,"улица Саморядова, 6",51.821002,55.176029,2021,19,448,1 254,6,6,6,0,12,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,8,10110,2374,100%,,3279,4000,19672,24000
OREN4,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,Б,10.2025,Комфорт,ЖК Акварель,"Северный проезд, 24/1",51.827832,55.173848,2019,14,182,510,4,2,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,16,7941,2015,100%,,3279,4000,13115,16000
OREN5,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,05.2025,Комфорт,ЖК Акварель 2,"проезд Северный,18",51.825543,55.168108,2010,15,104,291,4,2,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,16,4694,3409,100%,,3279,4000,13115,16000
OREN5,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,05.2025,Комфорт,ЖК Акварель 2,"улица Поляничко, 11/3",51.823488,55.176177,2020,15,196,549,4,2,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,16,8847,1809,100%,,3279,4000,13115,16000
OREN5,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,05.2025,Комфорт,ЖК Акварель 2,"улица Поляничко, 2",51.825651,55.169472,2016,17,159,445,2,1,1,1,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,17,7655,1045,100%,,3279,4000,6557,8000
OREN5,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,05.2025,Комфорт,ЖК Акварель 2,"улица Поляничко, 11/6",51.823828,55.177009,2021,17,315,882,6,3,3,3,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,17,15166,1583,100%,,3279,4000,19672,24000
OREN6,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 1,"улица Уральская, 2/15",51.763826,55.145796,2021,19,332,930,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,7493,1602,100%,,3279,4000,9836,12000
OREN6,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 1,"улица Уральская, 2/19",51.762914,55.145537,2021,15,391,1 095,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,8824,1360,100%,,3279,4000,9836,12000
OREN6,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 1,"улица Уральская, 2/17",51.759858,55.142766,2020,19,419,1 173,4,4,3,0,8,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,11,12608,1269,100%,,3279,4000,13115,16000
OREN7,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,Б,11.2025,Стандарт,ЖК Дубки 2,"улица Уральская, 2/18",51.761835,55.143456,2019,19,426,1 193,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,9614,2080,100%,,3279,4000,16393,20000
OREN7,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,Б,11.2025,Стандарт,ЖК Дубки 2,"улица Уральская, 2/25",51.759474,55.146264,2024,19,416,1 165,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,9388,2130,100%,,3279,4000,16393,20000
OREN8,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 3,"улица Эссена, 12",51.760243,55.148131,2024,19,433,1 212,5,5,4,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,10,12215,1637,100%,,3279,4000,16393,20000
OREN8,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 3,"улица Уральская, 2/16",51.761064,55.14163,2020,19,419,1 173,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,8,9456,1692,100%,,3279,4000,13115,16000
OREN8,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 3,"улица Уральская, 2/24",51.759256,55.144554,2023,17,371,1 039,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,8373,2389,100%,,3279,4000,16393,20000
OREN9,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 4,"улица Уральская, 2/13",51.763267,55.143844,2019,17,290,812,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,6545,1834,100%,,3279,4000,9836,12000
OREN9,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 4,"улица Уральская, 2/14",51.763659,55.144652,2019,17,176,493,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,3972,3021,100%,,3279,4000,9836,12000
OREN9,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 4,"улица Неплюева, 5",51.763659,55.144652,2022,15,332,930,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,8,7493,2135,100%,,3279,4000,13115,16000
OREN10,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 5,"улица Неплюева, 2",51.764262,55.142493,2024,19,250,700,2,2,2,0,4,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,8,5642,1418,100%,,3279,4000,6557,8000
OREN10,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 5,"улица Неплюева, 4",51.76462,55.143481,2025,19,250,700,2,2,2,0,4,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,8,5642,1418,100%,,3279,4000,6557,8000
OREN10,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,А,11.2025,Стандарт,ЖК Дубки 5,"улица Уральская, 2Д",51.763783,55.140939,2022,19,368,1 030,5,5,3,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,13,13842,1445,100%,,3279,4000,16393,20000
OREN11,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,Б,11.2025,Стандарт,ЖК Дубки 6,"улица Уральская, 2/20",51.761833,55.145313,2022,17,404,1 131,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,9117,2194,100%,,3279,4000,16393,20000
OREN11,Оренбургская область,Оренбург,Ленинский,мкрн. Дубки,Б,11.2025,Стандарт,ЖК Дубки 6,"улица Уральская, 2/22",51.761971,55.146587,2023,19,417,1 168,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,9411,2125,100%,,3279,4000,16393,20000
OREN12,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Малая земля 1,"улица Пролетарская, 288/4",51.803907,55.095149,2019,19,203,568,2,2,2,0,4,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,8,4581,1746,100%,,3279,4000,6557,8000
OREN12,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Малая земля 1,"улица Пролетарская, 288/4",51.803907,55.095149,2019,19,203,568,2,0,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,10,5803,1379,100%,,3279,4000,6557,8000
OREN12,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,А,11.2025,Стандарт,ЖК Малая земля 1,"улица Пролетарская, 298",51.807936,55.095467,2020,17,404,1 131,5,5,5,0,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,9117,2194,100%,,3279,4000,16393,20000
OREN13,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,Б,07.2026,Стандарт,ЖК Малая земля 2,"проезд Нижний, 5/6",51.802613,55.099839,2017,19,284,795,6,3,3,3,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,18,14528,1652,100%,,3279,4000,19672,24000
OREN14,Оренбургская область,Оренбург,Промышленный,Промышленный_Центр,Б,08.2026,Стандарт,ЖК Малая земля 3,"улица Пролетарская, 300",51.807959,55.096256,2020,18,357,1 000,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,8,8057,1986,100%,,3279,4000,13115,16000
OREN14,Оренбургская область,Оренбург,Промышленный,,Б,08.2026,Комфорт,ЖК Малая земля 3,"улица Пролетарская, 300",51.807726,55.096344,2020,17,357,1 000,4,0,4,4,8,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,9,9131,1752,100%,,3279,4000,13115,16000
OREN14,Оренбургская область,Оренбург,Промышленный,,Б,08.2026,Комфорт,ЖК Малая земля 3,"улица Пролетарская, 292",51.805532,55.095608,2019,19,299,837,8,4,4,4,8,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,142848,18,15295,2092,100%,,3279,4000,26230,32000
OREN15,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,11.2025,Стандарт,ЖК Молодежный 1,"улица Карпова, 3/1 ",51.817196,55.181866,2016,19,576,1 613,8,8,8,0,16,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,142848,8,12999,2462,100%,,3279,4000,26230,32000
OREN15,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,11.2025,Стандарт,ЖК Молодежный 1,"улица Карпова, 3/1 ",51.817196,55.181866,2016,19,576,1 613,8,0,8,8,16,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,142848,10,16466,1943,100%,,3279,4000,26230,32000
OREN16,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,11.2025,Стандарт,ЖК Звездный,"улица Братьев Хусаиновых, 8",51.823776,55.178223,2021,17,297,832,3,3,3,0,6,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,6703,1790,100%,,3279,4000,9836,12000
OREN16,Оренбургская область,Оренбург,Ленинский,мкрн. 13_15_16,А,11.2025,Стандарт,ЖК Звездный,"улица Братьев Хусаиновых, 8",51.823776,55.178223,2021,17,297,832,3,0,3,3,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,9,7596,1580,100%,,3279,4000,9836,12000
