,,,Прайс на размещение рекламного ролика,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GID,Регион,Город,Район,Название пакета,Категория ЖК,Дата застройки экранов,Класс жилья,Наименование ЖК,Адрес,"Коррдинаты (широта, долгота)",,Год сдачи дома,Этажность,Количество квартир,Количество жильцов,Всего экранов,Число экранов в холле,Всего холлов в доме,Число экранов в лифте,Всего лифтов в доме,Тип экрана,Способ показа,Формат,Хронометраж (сек),Блок,Кол-во показов в сутки/1 экран (сек),Период/дней,Кол-во показов в ЖК/период,Частота контакта рекламы c 1 жителем (Frequency),Количество контактов с рекламой (OTS),Стоимость 1000 контактов (CPT) с НДС для Федерального и крупного бизнеса,ФО/скрин с камеры,Фото,Цена за размещение на 1 экране/месяц руб. без НДС,Цена за размещение на 1 экране/месяц руб. в т.ч НДС 22%,"Стоимость размещения в 1 доме/1 месяц, руб. без НДС","Стоимость размещения в 1 доме/1 месяц, руб. в т.ч.НДС 22%"
U71,Республика Башкортостан,Уфа,Кировский,Центр,А,05.2026,Бизнес,Квартал Университетский,"улица Пушкина, 82",54.722794,55.937877,2006,9,72,202,3,0,3,3,3,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,10,1950,6154,100%,,3279,4000,9836,12000
U72,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 1,Б,05.2026,Комфорт,Квартал Дружба,"улица Большая Московская, 15 ",54.712732,55.978804,2016,18,183,512,2,0,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,10,4956,1614,100%,,3279,4000,6557,8000
U72,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,05.2026,Комфорт,Квартал Дружба,"улица Большая Московская, 13",54.713137,55.977035,2017,18,173,484,2,0,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,10,4685,1708,100%,,3279,4000,6557,8000
U73,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 3,Б,05.2026,Комфорт,ЖК Иремель,"улица Айская, 20",54.716986,55.980107,2015,12,236,661,4,0,4,4,8,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,6,4261,3755,100%,,3279,4000,13115,16000
U74,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,05.2026,Комфорт,Квартал Башкирия,"бульвар Молодежи, 6/1",54.793771,56.265484,2003,15,66,185,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,16,2979,2685,100%,,3279,4000,6557,8000
U75,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,05.2026,Стандарт,Квартал Корсо,"улица Бикбая, 35/2",54.763862,56.068016,2008,12,84,235,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,13,3033,2638,100%,,3279,4000,6557,8000
U76,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,05.2026,Комфорт,квартал Гагаринский ,"улица Максима Рыльского, 30",54.764127,56.075643,2006,19,112,314,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,20,6403,1249,100%,,3279,4000,6557,8000
U76,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,05.2026,Комфорт,квартал Гагаринский ,"улица Максима Рыльского, 31",54.765280,56.077826,2006,19,112,314,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,20,6403,1249,100%,,3279,4000,6557,8000
U76,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,05.2026,Комфорт,квартал Гагаринский ,"улица Юрия Гагарина, 33",54.767794,56.070684,2001,18,90,252,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,19,4875,1641,100%,,3279,4000,6557,8000
U77,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,05.2026,Комфорт,квартал Белореченский,"улица Мубарякова, 22/1",54.700034,56.002888,2003,10,167,468,3,0,3,3,3,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,11,5025,2388,100%,,3279,4000,9836,12000
U78,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,А,05.2026,Комфорт,ЖК Орион,"улица Пугачева, 33",54.687378,55.98285,2022,11,248,694,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,12,8209,975,100%,,3279,4000,6557,8000
U79,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,А,05.2026,Комфорт,квартал Кузнецовский затон,"улица Просвещения, 11/1",54.689997,55.972204,2019,11,70,196,1,0,1,1,1,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,12,2317,1726,100%,,3279,4000,3279,4000
U79,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,А,08.2026,Комфорт,квартал Кузнецовский затон,"улица Бородинская, 20/1 ","54.686208, 55.984572",,2023,12,158,442,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,13,5705,1402,100%,,3279,4000,6557,8000
U80,Республика Башкортостан,Уфа,Ленинский,Ленинский 1 Затон_мкрн. 8 Марта,А,06.2026,Стандарт,Квартал Летчиков,"улица Летчиков, 16/1",54.795296,55.867126,2014,18,90,252,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,19,4875,1641,100%,,3279,4000,6557,8000
U80,Республика Башкортостан,Уфа,Ленинский,Ленинский 1 Затон_мкрн. 8 Марта,А,06.2026,Стандарт,Квартал Летчиков,"улица Летчиков, 18",54.79523,55.868527,2013,14,154,431,3,0,3,3,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,8,3244,3699,100%,,3279,4000,9836,12000
U81,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,05.2026,Комфорт,Квартал Олимп,"улица Маршала Жукова, 4/4",54.765952,56.051225,2002,10,150,420,3,0,3,3,3,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,11,4514,2659,100%,,3279,4000,9836,12000
U82,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,06.2026,Комфорт,Квартал Олимп 2,"улица Маршала Жукова, 4/1",54.767256,56.053738,1995,10,290,812,8,0,8,8,8,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,142848,11,8726,3667,100%,,3279,4000,26230,32000
U83,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,А,06.2026,Комфорт,Квартал Олимп 3,"улица Юрия Гагарина, 10/2",54.763763,56.050715,2001,9,207,580,7,0,7,7,7,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,124992,10,5606,4995,100%,,3279,4000,22951,28000
U84,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,Б,06.2026,Комфорт,Квартал Маяк,"улица Маршала Жукова, 3/2",54.766198,56.047695,2007,18,80,224,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,19,4333,1846,100%,,3279,4000,6557,8000
U85,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,06.2026,Комфорт,ЖК Южный 2,"улица Загира Исмагилова, 16/1",54.698573,55.982071,2009,9,71,199,2,0,2,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,10,1923,4161,100%,,3279,4000,6557,8000
U85,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,06.2026,Комфорт,ЖК Южный 2,"улица Загира Исмагилова, д. 18",54.698718,55.980256,2012,13,148,414,2,0,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,7,2895,2764,100%,,3279,4000,6557,8000
U86,Республика Башкортостан,Уфа,Дёмский,Дёмский_мкрн. Цветы Башкирии,А,06.2026,Комфорт,ЖК Яркий Квартал Париж 1,"Яркий бульвар, 10",54.695817,55.859804,2022,19,204,571,3,0,1,3,3,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,20,11663,1029,100%,,3279,4000,9836,12000
U87,Республика Башкортостан,Уфа,Дёмский,Дёмский_мкрн. Цветы Башкирии,А,07.2026,Комфорт,ЖК Яркий Квартал Париж 2,"улица Евгения Столярова, 13",54.695185,55.857586,2025,26,288,806,3,0,1,3,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,21,16899,710,100%,,3279,4000,9836,12000
U88,Республика Башкортостан,Уфа,Дёмский,Дёмский_мкрн. Цветы Башкирии,А,07.2026,Комфорт,ЖК Яркий Квартал Париж 3,"улица Архитектора Калимуллина, 12",54.694867,55.859257,2025,26,288,806,3,0,1,3,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,21,16899,710,100%,,3279,4000,9836,12000
U89,Республика Башкортостан,Уфа,Дёмский,Дёмский_мкрн. Цветы Башкирии,А,06.2026,Стандарт,ЖК Новая Дёма,"улица Генерала Кусимова, 20",54.717392,55.842467,2025,19,808,2 262,8,0,8,8,16,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,142848,10,23098,1385,100%,,3279,4000,26230,32000
U90,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,06.2026,Комфорт,ЖК Трио,"улица Степана Кувыкина, 16/1",54.705765,56.000567,2002,15,70,196,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,16,3160,2532,100%,,3279,4000,6557,8000
U90,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,06.2026,Комфорт,ЖК Трио,"улица Степана Кувыкина, 16/2",54.706149,56.000517,2003,17,71,199,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,18,3632,2203,100%,,3279,4000,6557,8000
U90,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,06.2026,Комфорт,ЖК Трио,"улица Степана Кувыкина, 16/3",54.706293,56.001047,2003,14,70,196,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,15,2949,2713,100%,,3279,4000,6557,8000
U91,Республика Башкортостан,Уфа,Ленинский,Центр,А,06.2026,Комфорт,ЖК Гоголя 63,"улица Гоголя, 63/1",54.732331,55.9404,2012,13,133,372,3,0,3,3,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,21,7804,1538,100%,,3279,4000,9836,12000
U91,Республика Башкортостан,Уфа,Ленинский,Центр,А,06.2026,Комфорт,ЖК Гоголя 63,"улица Гоголя, 63",54.731698,55.940105,2011,9,64,179,2,0,2,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,10,1733,4616,100%,,3279,4000,6557,8000
U92,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,А,06.2026,Комфорт,ЖК Свобода 1,"улица Бородинская, 19",54.679577,55.97933,2024,26,554,1 551,8,0,3,8,8,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,142848,28,43343,738,100%,,3279,4000,26230,32000
U93,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,А,06.2026,Комфорт,ЖК Свобода 2,"улица Бородинская, 19/1",54.678921,55.979779,2024,27,537,1 504,12,0,3,12,8,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,214272,44,65443,733,100%,,3279,4000,39344,48000
U94,Республика Башкортостан,Уфа,Ленинский,Центр,А,06.2026,Комфорт,Квартал Зенцова,"улица Коммунистическая, 19/1",54.729574,55.931893,2002,15,76,213,4,0,2,4,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,16,3430,4664,100%,,3279,4000,13115,16000
U95,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,06.2026,Комфорт,квартал Амантая,"улица Габдуллы Амантая, 1",54.693009,55.992061,2009,16,315,882,6,0,6,6,9,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,11,10110,2374,100%,,3279,4000,19672,24000
U96,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,Б,06.2026,Стандарт,ЖК на Маршала Жукова,"улица Маршала Жукова, 3/3",54.766645,56.047814,2007,18,80,224,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,19,4333,1846,100%,,3279,4000,6557,8000
U97,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,А,07.2026,Комфорт,ЖК на Сочинской,"улица Сочинская, 15/1",54.708846,55.970199,2005,17,115,322,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,18,5883,1360,100%,,3279,4000,6557,8000
U98,Республика Башкортостан,Уфа,Кировский,Центр,Б,07.2026,Комфорт,ЖК Тихий Центр,"улица Октябрьской Революции, 54Б",54.717756,55.959257,2014,11,122,342,2,0,2,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,12,4038,1981,100%,,3279,4000,6557,8000
U98,Республика Башкортостан,Уфа,Кировский,Центр,Б,07.2026,Комфорт,ЖК Тихий Центр,"улица Октябрьской Революции, 62/1",54.717007,55.959455,2023,18,120,336,3,0,2,3,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,53568,15,4875,2462,100%,,3279,4000,9836,12000
U99,Республика Башкортостан,Уфа,Ленинский,Центр,А,07.2026,Комфорт,ЖК Гоголя 53,"улица Гоголя, 53",54.728794,55.938668,2000,7,41,115,1,0,2,1,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,17856,4,432,9264,100%,,3279,4000,3279,4000
U100,Республика Башкортостан,Уфа,Кировский,Центр,А,07.2026,Комфорт,ЖК на Цюрупы,"улица Цюрупы, 27",54.725763,55.952852,1970,12,96,269,2,0,4,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,6,1733,4616,100%,,3279,4000,6557,8000
U101,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,А,07.2026,Комфорт,ЖК Президент отель,"улица Авроры, 5/12",54.696382,56.004505,2002,12,114,319,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,13,4116,1943,100%,,3279,4000,6557,8000
U102,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,Б,07.2026,Комфорт,ЖК Квартал Набережная,"улица Натальи Ковшовой, 10",54.761254,56.056095,2001,9,161,451,6,0,6,6,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,10,4360,5504,100%,,3279,4000,19672,24000
U103,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,07.2026,Комфорт,ЖК МВД,"улица Мубарякова, 12/2",54.697768,55.997462,2001,12,108,302,4,0,2,4,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,26,7800,2051,100%,,3279,4000,13115,16000
U103,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,07.2026,Комфорт,ЖК МВД,"улица Степана Кувыкина, 5",54.699493,55.993977,2002,16,57,160,2,0,1,2,1,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,34,5489,1458,100%,,3279,4000,6557,8000
U104,Республика Башкортостан,Уфа,Кировский,Центр,А,07.2026,Комфорт,ЖК Уфимский кремль ,"улица Октябрьской Революции, 23А",54.722685,55.954900,2016,13,160,448,6,0,3,6,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,14,6259,3835,100%,,3279,4000,19672,24000
U105,Республика Башкортостан,Уфа,Советский ,Центр,Б,07.2026,Комфорт,ЖК Центр,"улица Карла Маркса, 46",54.737445,55.947471,2004,12,42,118,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,13,1517,5275,100%,,3279,4000,6557,8000
U106,Республика Башкортостан,Уфа,Дёмский ,Дёмский_мкрн. Цветы Башкирии,Б,07.2026,Стандарт,ЖК Дёма ,"улица Магистральная, 14",54.710376,55.828894,2019,16,250,700,4,0,2,4,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,17,12036,1329,100%,,3279,4000,13115,16000
U107,Республика Башкортостан,Уфа,Октябрьский,Инорс_Сипайлово,Б,07.2026,Комфорт,ЖК на Бикбая,"улица Баязита Бикбая, 23/2",54.767882,56.062473,2003,10,329,921,7,0,7,7,7,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,124992,11,9900,2828,100%,,3279,4000,22951,28000
U108,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,07.2026,Комфорт,ЖК на Ураксина,"улица Академика Ураксина, 1",54.702307,55.979146,2012,14,141,395,2,0,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,8,2970,2694,100%,,3279,4000,6557,8000
U108,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,07.2026,Комфорт,ЖК на Ураксина,"улица Академика Ураксина, 3",54.702927,55.979559,2013,15,203,568,4,0,4,4,6,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,11,6108,2619,100%,,3279,4000,13115,16000
U109,Республика Башкортостан,Уфа,Ленинский,Ленинский 1 Затон_мкрн. 8 Марта,Б,07.2026,Комфорт,ЖК Ветер,"улица Сержанта Пашкова, 5",54.793464,55.860047,2025,25,612,1 714,7,0,1,7,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,124992,94,161136,174,100%,,3279,4000,22951,28000
U110,Республика Башкортостан,Уфа,Ленинский,Центр,Б,07.2026,Комфорт,ЖК Квартал Центр ,"улица Гафури, 54",54.729621,55.930574,1999,16,201,563,9,0,6,9,7,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,160704,22,12442,2893,100%,,3279,4000,29508,36000
U111,Республика Башкортостан,Уфа,Советский,Центр,Б,07.2026,Комфорт,ЖК на Мингажева,"улица Революционная, 163",54.733099,55.971025,2000,16,279,781,2,0,2,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,17,13432,596,100%,,3279,4000,6557,8000
U112,Республика Башкортостан,Уфа,Советский,Центр,Б,07.2026,Комфорт,ЖК квартал Алтын,"улица Ленина, 99",54.747028,55.958853,2024,10,519,1 453,7,0,1,7,7,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,124992,11,15617,1793,100%,,3279,4000,22951,28000
U113,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,08.2026,Комфорт,ЖК Зеленая Роща,"улица Батырская, 14",54.707645,56.005960,2001,14,39,109,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,15,1643,4869,100%,,3279,4000,6557,8000
U114,Республика Башкортостан,Уфа,Кировский,Центр,Б,08.2026,Комфорт,ЖК на Чернышевского,"улица Чернышевского, 122/1",54.726424,55.958143,1998,12,48,134,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,13,1733,4616,100%,,3279,4000,6557,8000
U115,Республика Башкортостан,Уфа,Кировский,Центр,Б,08.2026,Комфорт,ЖК на Цурюпа 78,"улица Цюрупы, 78",54.728966,55.956023,2011,13,97,272,5,0,3,5,5,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,14,3794,5271,100%,,3279,4000,16393,20000
U116,Республика Башкортостан,Уфа,Советский ,Проспект,Б,08.2026,Комфорт,ЖК Кристалл,"улица Братьев Кадомцевых, 17",54.751201,55.995738,2025,27,587,1 644,6,0,2,6,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,44,71536,335,100%,,3279,4000,19672,24000
U117,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,08.2026,Комфорт,ЖК на Перовской 54,"улица Софьи Перовской, 54",54.697172,55.992477,2010,18,321,899,5,0,5,5,10,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,10,8693,2301,100%,,3279,4000,16393,20000
U118,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,08.2026,Комфорт,ЖК Высотная,"улица Высотная, 8/3",54.704466,55.979083,2011,14,158,442,5,0,3,5,5,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,15,6656,3005,100%,,3279,4000,16393,20000
U119,Республика Башкортостан,Уфа,Октябрьский ,Зеленая Роща 2,Б,08.2026,Комфорт,ЖК Проезд Лесной 16,"проезд Лесной, 16",54.745620,56.020585,2002,13,52,146,2,0,1,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,14,2034,3933,100%,,3279,4000,6557,8000
U120,Республика Башкортостан,Уфа,Кировский,Зеленая Роща 2,Б,08.2026,Комфорт,ЖК на Перовской 54,"улица Софьи Перовской, 54",54.697172,55.992477,2010,18,321,899,5,0,5,5,10,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,10,8693,2301,100%,,3279,4000,16393,20000
U121,Республика Башкортостан,Уфа,Октябрьский,,Б,08.2026,Комфорт,ЖК на Набережной реки Уфы 3/5,"улица Набережная реки Уфы, 3/5",54.761940,56.052637,2000,10,86,241,2,0,2,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,11,2588,3091,100%,,3279,4000,6557,8000
U122,Республика Башкортостан,Уфа,Первомайский,,Б,08.2026,Стандарт,ЖК Мечтателей,"улица Рашита Нигмати, 12",54.710131,55.842665,2025,12,289,809,5,0,5,5,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,16,13044,1533,100%,,3279,4000,16393,20000
STR1,Республика Башкортостан,Стерлитамак,​Западный,продажа городом,А,11.2025,Комфорт, ЖК Браво     ,"улица Интернациональная, 61",54.811887,56.077233,2024,10,519,1 453,10,5,1,5,7,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,178560,48,69719,574,100%,,3279,4000,32787,40000
STR2,Республика Башкортостан,Стерлитамак,​Западный,продажа городом,А,07.2026,Комфорт, ЖК Браво 2,"улица Интернациональная, 63",54.811726,56.077790,2025,17,363,1 016,10,5,5,5,10,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,178560,17,17477,2289,100%,,3279,4000,32787,40000
STR3,Республика Башкортостан,Стерлитамак,Западный ,продажа городом,А,10.2025,Комфорт,ЖК Шиханы,"проспект Октября, 99",53.629169,55.883017,2023,20,439,1 229,6,3,1,3,6,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,35,42932,559,100%,,3279,4000,19672,24000
STR4,Республика Башкортостан,Стерлитамак,Западный,продажа городом,А,04.2026,Комфорт,ЖК Шиханы 2,"улица Раиса Багаутдинова, 2",53.627989,55.883080,2024,11,124,347,4,2,1,2,3,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,24,8333,1920,100%,,3279,4000,13115,16000
STR5,Республика Башкортостан,Стерлитамак,​Западный,продажа городом,А,12.2025,Комфорт,ЖК на Проспекте Октября 85,"проспект Октября, 85",53.628993,55.899941,2019,18,230,644,4,2,2,2,4,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,18,11419,1401,100%,,3279,4000,13115,16000
NFT1,Республика Башкортостан,Нефтекамск,​13-й м-н,продажа городом,Б,07.2026,Комфорт,ЖК Лайф,"улица Ленина, 84Б",56.108256,54.235974,2024,16,283,792,4,0,2,4,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,17,13625,1174,100%,,3279,4000,13115,16000
NFT2,Республика Башкортостан,Нефтекамск,24-й м-н,продажа городом,Б,08.2026,Комфорт,ЖК Городской,"улица Городская, 12",56.071248,54.225940,2025,10,210,588,2,0,2,2,2,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,11,6319,1266,100%,,3279,4000,6557,8000
NFT2,Республика Башкортостан,Нефтекамск,24-й м-н,продажа городом,Б,08.2026,Комфорт,ЖК Городской,"улица Городская, 14",56.071007,54.226856,2025,10,210,588,4,0,4,4,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,11,6319,2532,100%,,3279,4000,13115,16000
OKT1,Республика Башкортостан,Октябрьский,Центральный,продажа городом,Б,08.2026,Комфорт,ЖК Парковая,"улица Парковая, 5",54.471085,53.518337,2024,10,235,658,5,5,5,0,5,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,8,5303,3771,100%,,3279,4000,16393,20000
OREN1,Оренбургская область,Оренбург,Дзержинский,мкрн. 13_15_16,А,10.2025,Комфорт,ЖК 15Б Микрорайон,"улица Автомобилистов, 13",51.830568,55.168964,2023,19,762,2 134,5,5,6,0,12,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,7,14331,1396,100%,,3279,4000,16393,20000
OREN1,Оренбургская область,Оренбург,Дзержинский,мкрн. 13_15_16,А,10.2025,Комфорт,ЖК 15Б Микрорайон,"улица Автомобилистов, 13",51.830568,55.168964,2023,19,762,2 134,5,0,6,5,12,Венртикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,89280,9,18152,1102,100%,,3279,4000,16393,20000
OREN1,Оренбургская область,Оренбург,Дзержинский,мкрн. 13_15_16,А,10.2025,Комфорт,ЖК 15Б Микрорайон,"улица Северный, 23",51.828932,55.173573,2024,17,162,454,6,3,3,3,4,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,107136,22,9871,2431,100%,,3279,4000,19672,24000
OREN2,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,10.2025,Комфорт,ЖК 17 Микрорайон,"улица Салмышская, 43/1",51.823309,55.167186,2012,14,201,563,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,#REF!,#REF!,#REF!,100%,,3279,4000,13115,16000
OREN2,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,10.2025,Комфорт,ЖК 17 Микрорайон,"улица Салмышская, 43/5",51.822089,55.16836,2017,20,568,1 590,4,4,4,0,8,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,8,12819,1248,100%,,3279,4000,13115,16000
OREN2,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,10.2025,Комфорт,ЖК 17 Микрорайон,"улица Поляничко, 6",51.824091,55.169786,2025,17,230,644,2,2,6,0,12,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,3,1730,4624,100%,,3279,4000,6557,8000
OREN2,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,10.2025,Комфорт,ЖК 17 Микрорайон,"улица Поляничко, 6",51.824091,55.169786,2025,17,230,644,2,0,6,2,12,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,35712,3,1961,4080,100%,,3279,4000,6557,8000
OREN2,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,10.2025,Комфорт,ЖК 17 Микрорайон,"улица Салмышская, 43/2",51.822514,55.168053,2014,13,99,277,4,2,2,2,4,Вертикальный 4*3,Digital (без звука),видеоролик,10,150,576,31,71424,15,4171,3836,100%,,3279,4000,13115,16000
OREN3,Оренбургская область,Оренбург,Ленинский,мкрн. 18_19_20,А,10.2025,Комфорт,ЖК 19 Микрорайон ,"улица Карпово, 3",51.815186,55.183117,2016,14,241,675,8,4,4,4,8,Горизонтальный 4*3,Digital (без звука),видеоролик,10,150,576,31,142848,16,10515,3043,100%,,3279,4000,26230,32000
