,,,Основной эфир,,,,,,,,,,,,Генеральный баннер,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Выберите регион,Выберите город,Выберите ЖК,Количество показов в сутки на 1 экран,Количество показов в месяц,Количество квартир,Всего экранов,"Хронометраж ролика, сек.",OTS за период,"Стоимость размещения в 1 доме/1 месяц, руб. в т.ч.НДС 22%",GID,Категория ЖК,тип города,скидка по категории,стоимость с учетом скидки,Количество квартир,Всего экранов,OTS за период,"Стоимость размещения в 1 доме/1 месяц, руб. в т.ч.НДС 22%",GID,Категория ЖК,тип города,скидка по категории,стоимость с учетом скидки
Республика Башкортостан,Уфа,ЖК Видинеевский,2 880,214 272,1 339,12,10,11 882,48 000,U,А,миллионник,"62,50%",18 000,1 339,12,23 805,96 000,U,А,миллионник,"62,50%",36 000
Республика Башкортостан,Уфа,ЖК  Южный,576,53 568,301,3,10,19 473,12 000,U,Б,миллионник,"75,00%",3 000,301,3,33 965,24 000,U,Б,миллионник,"75,00%",6 000
Московская область,Внуково,ЖК Новое Внуково 1,2 304,124 992,778,7,10,2 977,28 000,MSC,А,мск,"50,00%",14 000,778,7,7 443,56 000,MSC,А,мск,"50,00%",28 000
Республика Татарстан,Усады,ЖК Счастливый,4 032,214 272,1 069,12,10,3 446,48 000,KZN,Б,миллионник,"75,00%",12 000,1 069,12,8 616,96 000,KZN,Б,миллионник,"75,00%",24 000
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
,,,0,0,0,0,0,0,0,,,,"0,00%",0,0,0,0,0,,,,"0,00%",0
